node1,node2
2986,24280
2986,21638
2986,19410
2986,20503
2986,6533
2986,20667
2986,11444
2986,12956
2986,7011
2986,24104
2986,15727
3121,2521
3121,9252
3121,14920
3121,21123
3121,15682
3121,22787
3121,18920
3121,3609
3121,12792
3121,13756
3121,9631
3121,21139
3121,27382
3121,4626
3121,3265
3121,25607
3121,25830
3121,25636
3121,24005
3121,21111
3121,14309
3121,4287
3206,898
3206,1126
3206,1979
3206,19857
3206,7791
3206,5716
3206,10674
3206,10496
3206,20503
3206,15928
3206,19115
3206,3987
3206,26753
3206,27758
3206,16694
3265,3121
3265,9631
3265,9252
3265,14920
3265,9253
3265,15682
3265,4626
3265,11535
3265,4287
3265,12792
3265,17773
3265,25636
3265,4061
3265,7836
3265,18920
3265,24005
3265,21111
3265,27382
3265,13756
3357,2521
3357,9631
3357,9252
3357,9253
3357,3609
3357,20786
3357,12792
3357,15682
3357,7836
3357,24005
3357,21111
3357,4061
3357,7471
3609,1713
3609,3121
3609,3357
3609,14920
3609,21123
3609,12792
3609,22787
3609,18920
3609,21688
3609,9631
3609,27382
3609,4626
3609,21111
3609,25830
3609,14309
3609,4061
3609,9252
3609,24005
3609,20786
3609,13756
3609,7471
3609,4287
3753,369
3753,1015
3753,2470
3753,21423
3753,7820
3753,27788
3753,19169
3753,26554
3753,21945
3753,12754
3753,6495
3753,7166
3753,8318
3753,7647
3753,19819
3753,23708
3753,4101
3753,24104
3987,898
3987,1126
3987,1979
3987,3206
3987,19857
3987,12512
3987,5716
3987,10674
3987,27966
3987,21369
3987,20503
3987,20504
3987,21257
3987,25206
3987,19115
3987,17657
3987,7695
3987,19874
3987,27758
3987,21886
3987,12341
3987,12346
3987,16545
3987,6533
4061,3265
4061,3357
4061,3609
4061,9631
4061,9252
4061,7836
4061,24005
4061,21123
4061,20786
4061,25855
4061,18920
4101,495
4101,1604
4101,1948
4101,3753
4101,5262
4101,24444
4101,7820
4101,22471
4101,19712
4101,6177
4101,5327
4101,4580
4101,14050
4101,14995
4101,23254
4101,4328
4101,23679
4101,23298
4101,17787
4274,15141
4274,14559
4274,21798
4274,16986
4274,23361
4274,17819
4274,12565
4274,7323
4274,10114
4274,12056
4274,14390
4287,1713
4287,3121
4287,3265
4287,3609
4287,20786
4287,9252
4287,25636
4287,27382
4287,21123
4287,21688
4287,12792
4287,17773
4287,25855
4287,4626
4287,7836
4287,22787
4287,18920
4287,24005
4287,21111
4287,14309
4287,13756
4328,425
4328,2635
4328,4101
4328,7885
4328,20367
4328,6239
4328,27279
4328,12956
4328,7111
4328,20008
4328,19548
4328,15543
4328,11809
4328,23679
4328,18669
4442,828
4442,19169
4442,12956
4442,6533
4442,17263
4442,21094
4442,5984
4442,24280
4442,9915
4442,22734
4442,12708
4442,9572
4548,1604
4548,6633
4548,14050
4548,12257
4548,7595
4548,23254
4548,22416
4548,5815
4548,27821
4548,23932
4548,15477
4548,5327
4548,8846
4580,4101
4580,5262
4580,5587
4580,22040
4580,14129
4580,10393
4580,5984
4580,26503
4580,9215
4580,23708
4580,7600
4580,24422
4581,1609
4581,22040
4581,25306
4581,14050
4581,25735
4581,14010
4581,15477
4581,10876
4581,7987
4581,9367
4581,4646
4600,14050
4600,7793
4600,19712
4600,18533
4600,21438
4600,17902
4600,24122
4600,14971
4600,6668
4600,18679
4600,14010
4626,1713
4626,2521
4626,3121
4626,3265
4626,3609
4626,4287
4626,9631
4626,9252
4626,14920
4626,9253
4626,11535
4626,21123
4626,15682
4626,12792
4626,25830
4626,25636
4626,25607
4626,22787
4626,24005
4626,21688
4626,27382
4626,21139
4626,18920
4646,4581
4646,23932
4646,7950
4646,19033
4646,17963
4646,25735
4646,7987
4646,9367
4646,18669
4646,24823
4693,193
4693,495
4693,2635
4693,24610
4693,12399
4693,5716
4693,17630
4693,15619
4693,15477
4693,11859
4693,12956
4693,19548
4693,7987
4693,16386
4719,7111
4719,24444
4719,19817
4719,12218
4719,20876
4719,27279
4719,5984
4719,26503
4719,10393
4719,11311
5150,828
5150,14129
5150,17787
5150,6177
5150,27314
5150,26554
5150,7647
5150,9572
5150,9915
5150,24104
5150,11880
5150,24823
5262,495
5262,2470
5262,4101
5262,4580
5262,11080
5262,23298
5262,8318
5262,10393
5262,5984
5262,26503
5262,23708
5262,8846
5327,495
5327,1604
5327,1948
5327,4101
5327,4548
5327,26413
5327,9563
5327,8846
5327,22040
5327,6668
5327,26503
5327,22471
5327,7595
5327,26312
5327,18909
5327,23932
5327,24122
5327,14050
5327,23254
5327,17902
5327,12257
5327,17787
5327,27821
5327,18679
5327,19712
5327,7793
5327,5815
5327,15477
5327,27569
5327,18533
5327,17847
5327,19853
5485,16955
5485,26413
5485,23277
5485,7600
5485,18909
5485,9367
5485,27821
5485,17963
5485,24122
5485,6633
5485,19712
5485,5815
5485,14010
5485,18533
5485,12495
5485,26503
5485,15201
5587,2470
5587,4580
5587,21423
5587,11080
5587,23298
5587,14129
5587,26503
5587,5984
5587,15477
5587,24422
5587,8318
5587,6657
5587,6848
5716,1015
5716,1126
5716,1343
5716,1979
5716,3206
5716,3987
5716,4693
5716,19857
5716,26554
5716,9524
5716,12145
5716,27966
5716,26753
5716,7695
5716,21886
5716,12341
5716,24610
5716,21369
5716,20503
5716,19115
5716,20504
5716,12956
5716,27758
5716,8156
5815,1604
5815,4548
5815,5327
5815,5485
5815,12495
5815,14023
5815,22040
5815,18909
5815,19817
5815,9563
5815,21438
5815,7595
5815,27821
5815,6848
5815,18533
5815,26413
5984,369
5984,495
5984,1015
5984,2470
5984,2986
5984,4442
5984,4580
5984,4719
5984,5262
5984,5587
5984,23298
5984,12399
5984,15676
5984,22046
5984,26503
5984,24422
5984,6239
5984,7011
5984,7820
5984,21638
5984,9215
5984,23708
5984,6848
5984,12708
5984,11880
5984,24610
5984,12218
5984,20876
5984,24280
5984,10393
5984,9905
5984,24444
5984,20355
5984,8318
5984,11444
5984,17657
5984,14445
5984,24104
5984,9416
6177,193
6177,425
6177,495
6177,4101
6177,5150
6177,25443
6177,7820
6177,27197
6177,14995
6177,15676
6177,7793
6177,24444
6177,20876
6177,7350
6177,11859
6177,23679
6177,14445
6239,1343
6239,2635
6239,4328
6239,5984
6239,16955
6239,17263
6239,7820
6239,9215
6239,24028
6239,23983
6239,21407
6239,17963
6239,19169
6239,9553
6239,7410
6239,19548
6239,15543
6239,7987
6239,10090
6239,14445
6239,20355
6239,19348
6495,1343
6495,1609
6495,3753
6495,19576
6495,9215
6495,23932
6495,25306
6495,20222
6495,19169
6495,14010
6533,1015
6533,1126
6533,2986
6533,3987
6533,4442
6533,19857
6533,24610
6533,23298
6533,12399
6533,21094
6533,12956
6533,21886
6533,26753
6533,24104
6533,10496
6633,4548
6633,5485
6633,9563
6633,26413
6633,22040
6633,19712
6633,6668
6633,18533
6633,26312
6633,24122
6633,14010
6633,26503
6633,17902
6633,19086
6633,18679
6633,8846
6633,14050
6633,7595
6633,18909
6633,17847
6633,27821
6633,17787
6633,15201
6657,2470
6657,5587
6657,14129
6657,24444
6657,8318
6657,7166
6657,23708
6657,11080
6657,24422
6657,10242
6668,4600
6668,5327
6668,6633
6668,8096
6668,26413
6668,19712
6668,18533
6668,26312
6668,14010
6668,24886
6668,17847
6668,12495
6668,27569
6668,14023
6668,19086
6668,17902
6668,27821
6668,23932
6668,19853
6848,2986
6848,5587
6848,5815
6848,5984
6848,15619
6848,12956
6848,24886
6848,23932
6848,24122
6848,17847
6848,20171
6848,12218
6848,20876
6848,14010
6848,22040
6848,21438
6848,9416
6848,7987
6848,9367
6848,26340
6848,19853
7011,2986
7011,5984
7011,17630
7011,21638
7011,20667
7011,24280
7011,7820
7011,26554
7011,24104
7011,15426
7011,12444
7111,1275
7111,4328
7111,4719
7111,19817
7111,14129
7111,21456
7111,15426
7111,10061
7111,9905
7111,14995
7111,20849
7111,8437
7111,24608
7166,369
7166,2470
7166,3753
7166,6657
7166,27197
7166,25443
7166,21423
7166,8437
7166,23298
7166,7350
7166,27788
7166,22046
7166,10393
7166,24422
7166,19819
7166,14995
7166,23679
7166,23708
7166,14445
7166,7820
7166,9416
7323,1622
7323,4274
7323,8841
7323,12423
7323,11804
7323,16986
7323,10114
7323,12056
7323,14559
7323,15108
7323,9067
7323,16941
7323,17819
7323,7360
7323,23361
7323,25901
7323,12565
7323,15141
7323,16136
7323,21798
7323,20953
7323,14390
7350,425
7350,2635
7350,6177
7350,7166
7350,10061
7350,27279
7350,12956
7350,23254
7350,18669
7350,14445
7350,9416
7360,7323
7360,11804
7360,10487
7360,12565
7360,27016
7360,16941
7360,23361
7360,25901
7360,10114
7360,16136
7360,21798
7360,17819
7360,8841
7410,425
7410,2635
7410,6239
7410,24444
7410,20876
7410,11444
7410,7885
7410,12956
7410,20667
7410,15543
7410,12218
7410,11809
7410,17630
7410,16386
7410,18669
7410,12399
7471,1713
7471,2521
7471,3357
7471,3609
7471,9252
7471,14920
7471,11535
7471,12792
7471,18920
7471,24005
7471,13756
7595,495
7595,1609
7595,4548
7595,5327
7595,5815
7595,6633
7595,26413
7595,22040
7595,18679
7595,18533
7595,19086
7595,14050
7595,18909
7595,12257
7595,23932
7600,495
7600,4580
7600,5485
7600,14050
7600,26413
7600,7820
7600,23298
7600,15676
7600,17787
7600,26503
7600,17963
7600,22046
7600,24444
7647,3753
7647,5150
7647,9905
7647,21945
7647,21423
7647,27788
7647,10242
7647,12708
7647,26503
7647,15426
7695,1126
7695,3987
7695,5716
7695,19857
7695,12346
7695,9524
7695,21257
7695,20504
7695,20503
7695,19115
7695,12341
7695,26753
7695,19874
7695,27758
7695,21886
7695,16694
7695,16545
7791,898
7791,3206
7791,15928
7791,12512
7791,12346
7791,16545
7791,25206
7791,9524
7791,16694
7791,8156
7793,4600
7793,5327
7793,6177
7793,26413
7793,24444
7793,14050
7793,8846
7793,19712
7793,9563
7793,27821
7793,17787
7793,26503
7793,21438
7820,495
7820,828
7820,2635
7820,3753
7820,4101
7820,5984
7820,6177
7820,6239
7820,7011
7820,7166
7820,7600
7820,25443
7820,23298
7820,24422
7820,19817
7820,17902
7820,19819
7820,17787
7820,23983
7820,21423
7820,9553
7820,20639
7820,10242
7820,17630
7820,14445
7820,20355
7836,3265
7836,3357
7836,4061
7836,4287
7836,9252
7836,14920
7836,11535
7836,25607
7836,12792
7836,25855
7836,25830
7836,18920
7836,24005
7836,13756
7885,425
7885,2635
7885,4328
7885,7410
7885,19548
7885,15543
7885,20355
7885,18669
7885,20367
7885,17963
7885,11809
7885,19348
7950,175
7950,4646
7950,16955
7950,26413
7950,17963
7950,23932
7950,11080
7950,17787
7950,19033
7950,25735
7950,7987
7950,18369
7950,14971
7987,4581
7987,4646
7987,4693
7987,6239
7987,6848
7987,7950
7987,26413
7987,8846
7987,18679
7987,18669
7987,22040
7987,9563
7987,17902
7987,12257
7987,23932
7987,21438
7987,11080
7987,10876
7987,9367
7987,14971
8096,6668
8096,24444
8096,19712
8096,14010
8096,27569
8096,24886
8096,23932
8096,24122
8096,15201
8096,26312
8096,23254
8096,14023
8096,27821
8096,17847
8096,20171
8156,898
8156,5716
8156,7791
8156,19857
8156,10674
8156,12346
8156,25206
8156,21369
8156,9524
8156,12341
8156,16545
8156,20503
8318,495
8318,3753
8318,5262
8318,5587
8318,5984
8318,6657
8318,24444
8318,27788
8318,26503
8318,21945
8318,23708
8437,1275
8437,7111
8437,7166
8437,26413
8437,27197
8437,27314
8437,20876
8437,11311
8437,21094
8437,10061
8437,12708
8437,27279
8437,12145
8437,15426
8437,26503
8437,12754
8437,24608
8437,24823
8841,1622
8841,7323
8841,7360
8841,12565
8841,14559
8841,16941
8841,23361
8841,25901
8841,10114
8841,15141
8841,16136
8841,21798
8841,17819
8841,20953
8846,495
8846,4548
8846,5262
8846,5327
8846,6633
8846,7793
8846,7987
8846,27314
8846,26413
8846,22040
8846,18679
8846,22416
8846,18533
8846,14010
8846,27569
8846,24886
8846,17847
8846,12495
8846,24122
8846,14023
8846,19086
8846,12257
8846,27821
8846,23932
9067,1622
9067,7323
9067,12423
9067,11804
9067,12565
9067,12056
9067,10114
9067,20953
9067,15108
9067,27016
9067,16941
9067,17819
9067,23361
9067,15141
9067,16136
9067,21798
9067,14390
9215,495
9215,4580
9215,5984
9215,6239
9215,6495
9215,23254
9215,18679
9215,10393
9215,11859
9215,17630
9215,9416
9252,2521
9252,3121
9252,3265
9252,3357
9252,3609
9252,4061
9252,4287
9252,4626
9252,7471
9252,7836
9252,14920
9252,9631
9252,21688
9252,11535
9252,21123
9252,15682
9252,17773
9252,25855
9252,22787
9252,18920
9252,12792
9252,13756
9252,21139
9252,27382
9252,20786
9252,25607
9252,24005
9252,21111
9253,2521
9253,3265
9253,3357
9253,4626
9253,11535
9253,24005
9253,27382
9253,21123
9253,15682
9253,25855
9253,25636
9253,12792
9253,13756
9323,828
9323,2986
9323,21638
9323,12444
9323,17657
9323,24280
9323,26554
9323,22734
9323,24104
9323,24823
9367,1609
9367,4581
9367,4646
9367,5485
9367,6848
9367,7987
9367,25306
9367,11080
9367,14010
9367,10876
9367,27152
9367,17787
9367,23932
9367,14971
9367,17963
9367,25735
9416,5984
9416,6848
9416,7166
9416,7350
9416,9215
9416,26503
9416,10393
9416,12956
9416,17263
9416,20667
9416,11444
9416,23983
9416,24104
9416,18669
9524,898
9524,1126
9524,1979
9524,5716
9524,7695
9524,7791
9524,8156
9524,19857
9524,12512
9524,12346
9524,27966
9524,21257
9524,20292
9524,19874
9524,12341
9524,16545
9524,10674
9524,21369
9524,20504
9524,20503
9524,19115
9524,21886
9524,15928
9524,15543
9553,425
9553,2635
9553,6239
9553,7820
9553,17263
9553,10393
9553,26503
9553,19169
9553,17963
9553,12956
9553,17630
9553,15543
9553,11444
9553,23679
9553,10090
9553,19348
9563,1948
9563,5327
9563,5815
9563,6633
9563,7793
9563,7987
9563,26413
9563,22040
9563,19712
9563,18679
9563,23277
9563,23932
9563,14010
9563,24886
9563,19086
9563,27569
9563,18533
9563,21438
9563,18909
9563,27821
9563,26503
9563,12495
9563,12556
9563,24122
9572,369
9572,2701
9572,4442
9572,5150
9572,23298
9572,19576
9572,15426
9572,24608
9572,17657
9572,21638
9572,19819
9572,24104
9572,11880
9631,1713
9631,2521
9631,3121
9631,3265
9631,3357
9631,3609
9631,4061
9631,4626
9631,9252
9631,15682
9631,21111
9631,21123
9631,21688
9631,18920
9631,12792
9631,17773
9631,25855
9631,22787
9631,24005
9631,20786
9631,14309
9631,21139
9631,13756
9905,828
9905,1275
9905,5984
9905,7111
9905,7647
9905,19410
9905,24608
9905,12444
9905,26503
9905,24280
9905,15727
9915,828
9915,2701
9915,4442
9915,5150
9915,19169
9915,20667
9915,26554
9915,19410
9915,17657
9915,27152
9915,24104
9915,12444
9915,11880
10061,1275
10061,7111
10061,7350
10061,8437
10061,27314
10061,20876
10061,20639
10061,21456
10061,12145
10061,20355
10061,24608
10090,425
10090,1343
10090,6239
10090,9553
10090,19348
10090,19169
10090,20367
10090,19548
10090,23983
10090,18669
10090,24028
10114,1622
10114,4274
10114,7323
10114,7360
10114,8841
10114,9067
10114,12423
10114,16986
10114,12056
10114,14559
10114,15108
10114,16941
10114,10487
10114,23361
10114,17819
10114,15141
10114,21798
10114,20953
10114,14390
10242,6657
10242,7647
10242,7820
10242,20876
10242,27788
10242,27279
10242,21423
10242,24122
10242,15477
10242,15676
10242,21945
10242,12708
10393,1015
10393,2635
10393,4580
10393,4719
10393,5262
10393,5984
10393,7166
10393,9215
10393,9416
10393,9553
10393,12556
10393,22471
10393,22046
10393,15619
10393,26503
10393,12956
10393,19169
10393,12708
10393,18369
10393,12218
10393,20876
10393,24104
10393,17787
10393,23679
10393,14445
10487,1622
10487,7360
10487,10114
10487,27016
10487,11804
10487,16986
10487,23361
10487,14390
10487,17819
10487,12056
10487,15141
10487,21798
10487,14559
10496,898
10496,1126
10496,3206
10496,6533
10496,26753
10496,12346
10496,16694
10496,20292
10496,27758
10496,21886
10496,20503
10674,898
10674,3206
10674,3987
10674,8156
10674,9524
10674,19857
10674,12346
10674,20504
10674,21369
10674,21886
10674,12341
10674,20503
10876,1609
10876,4581
10876,7987
10876,9367
10876,16955
10876,17963
10876,18369
10876,11080
10876,14971
10876,14445
10876,18669
11080,369
11080,2470
11080,5262
11080,5587
11080,6657
11080,7950
11080,7987
11080,9367
11080,10876
11080,23298
11080,24422
11080,25306
11080,17963
11080,16955
11080,19576
11080,23932
11080,19033
11080,27788
11080,14971
11311,4719
11311,8437
11311,19817
11311,27314
11311,20876
11311,20367
11311,15619
11311,20849
11311,19819
11311,24608
11311,14995
11311,23679
11444,425
11444,2986
11444,5984
11444,7410
11444,9416
11444,9553
11444,12399
11444,21638
11444,20355
11444,12956
11444,24280
11444,24028
11444,23983
11444,22734
11444,20667
11444,19548
11444,18669
11444,24823
11444,16386
11444,15619
11535,1713
11535,2521
11535,3265
11535,4626
11535,7471
11535,7836
11535,9252
11535,9253
11535,14920
11535,21139
11535,21123
11535,14309
11535,18920
11535,21688
11535,20786
11535,25830
11535,13756
11804,1622
11804,7323
11804,7360
11804,9067
11804,10487
11804,12565
11804,12056
11804,15108
11804,16941
11804,25901
11804,17819
11804,15141
11804,21798
11809,4328
11809,7410
11809,7885
11809,16955
11809,20008
11809,19548
11809,15543
11809,20367
11809,24028
11809,24280
11859,2635
11859,4693
11859,6177
11859,9215
11859,24028
11859,24610
11859,20355
11859,22416
11859,19169
11859,26503
11859,19033
11859,23983
11859,24104
11859,18669
11880,828
11880,1015
11880,2701
11880,5150
11880,5984
11880,9572
11880,9915
11880,26554
11880,19576
11880,17657
11880,21945
11880,19819
11880,24280
11880,22734
11880,24608
11880,14129
11880,19169
11880,12754
11880,20667
11880,15727
12056,1622
12056,4274
12056,7323
12056,9067
12056,10114
12056,10487
12056,11804
12056,12423
12056,16986
12056,14559
12056,15108
12056,27016
12056,16941
12056,23361
12056,25901
12056,12565
12056,17819
12056,15141
12056,16136
12056,21798
12056,14390
12056,20953
12145,1275
12145,5716
12145,8437
12145,10061
12145,20849
12145,18369
12145,14129
12145,21456
12145,12444
12145,27279
12145,24608
12218,4719
12218,5984
12218,6848
12218,7410
12218,10393
12218,20667
12218,20222
12218,21638
12218,19169
12218,23983
12218,26554
12218,22046
12218,12444
12257,175
12257,193
12257,1609
12257,4548
12257,5327
12257,7595
12257,7987
12257,8846
12257,26413
12257,23932
12257,19712
12257,27152
12257,18679
12257,15477
12257,18533
12257,17847
12257,14023
12257,22040
12257,27569
12257,19853
12257,19086
12257,21438
12257,17787
12257,24122
12257,26340
12341,681
12341,898
12341,3987
12341,5716
12341,7695
12341,8156
12341,9524
12341,10674
12341,19857
12341,12346
12341,27966
12341,21257
12341,21369
12341,26753
12341,20503
12341,25206
12341,19819
12341,20292
12341,16386
12341,21886
12341,16694
12341,24823
12346,898
12346,1126
12346,1979
12346,3987
12346,7695
12346,7791
12346,8156
12346,9524
12346,10496
12346,10674
12346,12341
12346,19857
12346,12512
12346,21257
12346,21369
12346,20504
12346,20503
12346,26753
12346,15928
12346,16545
12346,20292
12346,27758
12346,21886
12346,16694
12399,369
12399,2986
12399,4693
12399,5984
12399,6533
12399,7410
12399,11444
12399,24610
12399,15676
12399,26503
12399,12956
12399,17630
12399,24280
12399,24104
12423,7323
12423,9067
12423,10114
12423,12056
12423,23361
12423,20953
12423,12565
12423,25901
12423,17819
12423,15141
12423,16136
12423,21798
12423,14559
12423,27016
12444,1015
12444,7011
12444,9323
12444,9905
12444,9915
12444,12145
12444,12218
12444,19857
12444,21638
12444,20667
12444,12956
12444,19576
12444,15426
12444,21094
12444,17657
12444,26753
12444,24280
12444,22734
12495,1604
12495,5485
12495,5815
12495,6668
12495,8846
12495,9563
12495,19712
12495,26312
12495,14010
12495,18909
12495,18533
12495,24122
12495,24444
12495,21438
12495,17902
12495,23679
12495,27821
12495,17847
12495,19853
12495,26413
12495,20171
12512,898
12512,3987
12512,7791
12512,9524
12512,12346
12512,19857
12512,21369
12512,20503
12512,20504
12512,25206
12512,19874
12512,27758
12512,16545
12556,1609
12556,9563
12556,10393
12556,15201
12556,22471
12556,27569
12556,22040
12556,19712
12556,19086
12556,18679
12556,17787
12556,17902
12556,17963
12556,23932
12556,18533
12556,19853
12565,1622
12565,4274
12565,7323
12565,7360
12565,8841
12565,9067
12565,11804
12565,12056
12565,12423
12565,16986
12565,14559
12565,15108
12565,16941
12565,17819
12565,23361
12565,25901
12565,15141
12565,16136
12565,21798
12565,14390
12565,20953
12708,495
12708,1275
12708,4442
12708,5984
12708,7647
12708,8437
12708,10242
12708,10393
12708,25443
12708,19817
12708,20849
12708,15619
12708,21407
12708,17630
12708,14445
12708,24608
12754,3753
12754,8437
12754,11880
12754,14129
12754,27279
12754,20639
12754,24122
12754,20849
12754,19410
12754,19817
12754,24608
12792,1713
12792,2521
12792,3121
12792,3265
12792,3357
12792,3609
12792,4287
12792,4626
12792,7471
12792,7836
12792,9252
12792,9253
12792,9631
12792,21139
12792,21123
12792,15682
12792,14920
12792,22787
12792,18920
12792,21688
12792,13756
12792,21111
12792,25607
12792,25636
12792,24005
12792,20786
12792,14309
12956,828
12956,2635
12956,2701
12956,2986
12956,4328
12956,4442
12956,4693
12956,5716
12956,6533
12956,6848
12956,7350
12956,7410
12956,9416
12956,9553
12956,10393
12956,11444
12956,12399
12956,12444
12956,17263
12956,19576
12956,17630
12956,21638
12956,24028
12956,24280
12956,17963
12956,20876
12956,20503
12956,24104
12956,16386
12956,20355
13756,2521
13756,3121
13756,3265
13756,3609
13756,4287
13756,7471
13756,7836
13756,9252
13756,9253
13756,9631
13756,11535
13756,12792
13756,14920
13756,24005
13756,27382
13756,25607
13756,25855
13756,25636
14010,495
14010,1609
14010,4581
14010,4600
14010,5485
14010,6495
14010,6633
14010,6668
14010,6848
14010,8096
14010,8846
14010,9367
14010,9563
14010,12495
14010,19853
14010,24886
14010,26413
14010,21438
14010,25735
14010,17902
14010,27152
14010,17847
14010,18369
14010,17963
14010,24122
14010,18679
14010,25306
14010,19712
14010,18533
14010,14023
14010,27569
14010,17787
14010,26340
14023,5815
14023,6668
14023,8096
14023,8846
14023,12257
14023,14010
14023,26312
14023,22471
14023,19712
14023,15477
14023,17902
14050,4101
14050,4548
14050,4581
14050,4600
14050,5327
14050,6633
14050,7595
14050,7600
14050,7793
14050,26413
14050,18679
14050,23254
14050,23932
14050,19853
14129,369
14129,681
14129,1275
14129,2470
14129,4580
14129,5150
14129,5587
14129,6657
14129,7111
14129,11880
14129,12145
14129,12754
14129,21423
14129,20876
14129,27788
14129,22416
14129,22046
14129,26503
14129,24422
14309,1713
14309,3121
14309,3609
14309,4287
14309,9631
14309,11535
14309,12792
14309,14920
14309,27382
14309,17773
14309,25830
14309,22787
14309,24005
14390,4274
14390,7323
14390,9067
14390,10114
14390,10487
14390,12056
14390,12565
14390,16986
14390,17819
14390,14559
14390,15108
14390,27016
14390,23361
14390,15141
14390,16136
14390,20953
14445,1343
14445,1604
14445,5984
14445,6177
14445,6239
14445,7166
14445,7350
14445,7820
14445,10393
14445,10876
14445,12708
14445,22046
14445,23932
14445,20008
14445,23254
14445,19819
14445,17630
14445,17963
14445,19348
14559,1622
14559,4274
14559,7323
14559,8841
14559,10114
14559,10487
14559,12056
14559,12423
14559,12565
14559,14390
14559,23361
14559,25901
14559,16986
14559,17819
14559,15141
14559,21798
14559,20953
14920,3121
14920,3265
14920,3609
14920,4626
14920,7471
14920,7836
14920,9252
14920,11535
14920,12792
14920,13756
14920,14309
14920,21139
